id,longitude,latitude,address
23,-81.0859251,29.1675267,"2900 BELLEVUE AVENUE, DAYTONA BEACH, FLORIDA 32124"
24,-122.935103,45.547322,"3085 NORTHEAST BROOKWOOD PARKWAY, HILLSBORO, OREGON 97124"
25,-98.4674473,29.591367,"1570 THOUSAND OAKS DRIVE, SAN ANTONIO, TEXAS 78232"
26,-88.3503517,41.676777,"4531 HIGHWAY 71, OSWEGO, ILLINOIS 60543"
27,-84.0866947,31.5789676,"262 CORDELE ROAD, ALBANY, GEORGIA 31705"
28,-77.4890171,37.5218126,"5001 FOREST HILL AVENUE, RICHMOND, VIRGINIA 23225"
29,-92.0772606,30.1783676,"5624 JOHNSTON STREET, LAFAYETTE, LOUISIANA 70503"
30,-81.4296588756409,35.1736182411102,"700 SOUTH BATTLEGROUND AVENUE, CLEVELAND, NORTH CAROLINA 28073"
31,-80.166915,26.2071432,"6682 NORTHWEST 16 TERRACE, FORT LAUDERDALE, FLORIDA 33309"
32,-117.6802129,34.1063841,"1570 WEST FOOTHILL BOULEVARD, UPLAND, CALIFORNIA 91786"
33,-88.1853129,41.7676735,"1570 WEST OGDEN AVENUE, NAPERVILLE, ILLINOIS 60540"
34,-121.6390115,37.1102516,"15700 MONTEREY STREET, MORGAN HILL, CALIFORNIA 95037"
35,-70.9228399,41.649304,"10 NORTH FRONT STREET, NEW BEDFORD, MASSACHUSETTS 02740"
36,-93.4797067,45.0249518,"15700 37 AVENUE NORTH, PLYMOUTH, MINNESOTA 55446"
37,-77.156801,39.112055,"15700 CRABBS BRANCH WAY, ROCKVILLE, MARYLAND 20855"
38,-104.802717,39.706725,"15700 EAST ALAMEDA PARKWAY, AURORA, COLORADO 80017"
39,-117.206842,33.894217,"15700 LASSELLE STREET, MORENO VALLEY, CALIFORNIA 92555"
40,-97.672713223962,30.4556942129862,"15700 LONG VISTA DRIVE, WELLS BRANCH, TEXAS 78728"
41,-83.2045101,42.4658586,"15700 PROVIDENCE DRIVE, SOUTHFIELD, MICHIGAN 48075"
42,-118.2643583,33.8889833,"15700 SOUTH AVALON BOULEVARD, COMPTON, CALIFORNIA 90220"
43,-87.639704,41.604277,"15700 SOUTH LATHROP, HARVEY, ILLINOIS 60426"
44,-81.8647213,26.5131735,"15700 SOUTH TAMIAMI TRAIL, BONITA SPRINGS, FLORIDA 33908"
45,-80.468877,27.018592,"15700 SOUTHWEST FARM ROAD, INDIANTOWN, FLORIDA 34956"
46,-105.1766179,39.725064,"15700 WEST 6 AVENUE, GOLDEN, COLORADO 80401"
47,-122.137009,37.681367,"15700 WASHINGTON AVENUE, SAN LORENZO, CALIFORNIA 94580"
48,-82.022235,35.016335,"9107 ASHEVILLE HIGHWAY, INMAN, SOUTH CAROLINA 29303"
49,-73.9991947,40.7221377,"504 BROADWAY, NEW YORK, NEW YORK 10012"
50,-77.8809065,34.2433187,"5040 MARKET STREET, WILMINGTON, NORTH CAROLINA 28405"
51,-79.9525808932541,35.9025751200351,"10002 SOUTH MAIN STREET, ARCHDALE, NORTH CAROLINA 27263"
52,-117.9430555,34.0371194,"15701 AMAR ROAD, LA PUENTE, CALIFORNIA 91744"
53,-73.993744,40.699021,"50 ORANGE STREET, BROOKLYN, NEW YORK 11201"
54,-87.6165116256561,41.7772885288784,"6415 SOUTH CALUMET AVENUE, CHICAGO, ILLINOIS 60637"
55,-122.1873029,47.7089924,"12112 115 AVENUE NORTHEAST, KIRKLAND, WASHINGTON 98034"
56,-122.2357734,47.5857172,"2737 77 AVENUE SOUTHEAST, MERCER ISLAND, WASHINGTON 98040"
57,-84.426252,33.844335,"3286 NORTHSIDE PARKWAY, ATLANTA, GEORGIA 30327"
58,-118.1160756,33.8957413,"15130 WOODRUFF AVENUE, BELLFLOWER, CALIFORNIA 90706"
59,-83.5017584,42.3980782,"15701 CENTENNIAL, NORTHVILLE, MICHIGAN 48168"
60,-118.116693,33.88267,"16628 WOODRUFF AVENUE, BELLFLOWER, CALIFORNIA 90706"
61,-118.120404,33.8850089,"16405 CORNUTA AVENUE, BELLFLOWER, CALIFORNIA 90706"
62,-118.12041,33.886822,"16221 CORNUTA AVENUE, BELLFLOWER, CALIFORNIA 90706"
63,-118.118029,33.886808,"16229 WOODRUFF AVENUE, BELLFLOWER, CALIFORNIA 90706"
64,-118.11915,33.886806,"16220 CORNUTA AVENUE, BELLFLOWER, CALIFORNIA 90706"
65,-118.1192311,33.8872178,"16208 CORNUTA AVENUE, BELLFLOWER, CALIFORNIA 90706"
66,-118.118009,33.887296,"16205 WOODRUFF AVENUE, BELLFLOWER, CALIFORNIA 90706"
67,-118.1178644,33.8858813,"16251 WOODRUFF AVENUE, BELLFLOWER, CALIFORNIA 90706"
68,-118.1157054,33.8962199,"15120 WOODRUFF AVENUE, BELLFLOWER, CALIFORNIA 90706"
69,-118.119053,33.886272,"16236 CORNUTA AVENUE, BELLFLOWER, CALIFORNIA 90706"
70,-76.9315554825256,39.1142851079763,"15701 OLD COLUMBIA PIKE, BURTONSVILLE, MARYLAND 20866"
71,-118.116701,33.883156,"16616 WOODRUFF AVENUE, BELLFLOWER, CALIFORNIA 90706"
72,-118.127952,33.891,"15712 RYON AVENUE, BELLFLOWER, CALIFORNIA 90706"
73,-122.0418822,37.9683369,"1531 DETROIT AVENUE, CONCORD, CALIFORNIA 94520"
74,-122.0375308,37.9691366,"1776 LAGUNA STREET, CONCORD, CALIFORNIA 94520"
75,-122.0630151,37.9279667,"2971 MAIN STREET, WALNUT CREEK, CALIFORNIA 94597"
76,-122.035891,37.963793,"1236 DETROIT AVENUE, CONCORD, CALIFORNIA 94520"
77,-122.036998,37.9707128,"1530 ELLIS STREET, CONCORD, CALIFORNIA 94520"
78,-122.1194678,37.6956548,"16183 ASHLAND AVENUE, SAN LEANDRO, CALIFORNIA 94580"
79,-122.1926049,47.696375,"11110 FORBES CREEK DRIVE, KIRKLAND, WASHINGTON 98033"
80,-82.4175916,28.0796056,"14547 BRUCE B DOWNS BOULEVARD, TAMPA, FLORIDA 33613"
81,-117.1560554,32.7140272,"900 F STREET, SAN DIEGO, CALIFORNIA 92101"
82,-73.9132659,40.828834,"1058 TELLER AVENUE, BRONX, NEW YORK 10456"
83,-71.252169,42.5249003,"900 MIDDLESEX TKPE, BILLERICA, MASSACHUSETTS 01821"
84,-83.9642143,33.8627882,"1142 ATHENS HIGHWAY, SNELLVILLE, GEORGIA 30078"
85,-73.876234,40.744453,"89 WHITNEY AVENUE, QUEENS, NEW YORK 11373"
86,-89.9901155523926,35.0877550484465,"2142 MEMPHIS DEPOT PARKWAY, MEMPHIS, TENNESSEE 38114"
87,-118.3138376,33.7984197,"24818 ESHELMAN AVENUE, LOMITA, CALIFORNIA 90717"
88,-157.83969,21.302219,"1326 MATLOCK AVENUE, HONOLULU, HAWAII 96814"
89,-73.9204755,40.8797506,"2390 PALISADE AVENUE, BRONX, NEW YORK 10463"
90,-122.784969,42.249357,"240 SUNCREST ROAD, TALENT, OREGON 97540"
91,-117.8362166,33.7785646,"1625 EAST FAIRWAY DRIVE, ORANGE, CALIFORNIA 92866"
92,-87.7750814,41.8941681,"737 NORTH AUSTIN BOULEVARD, CHICAGO, ILLINOIS 60644"
93,-73.9647448,40.7587591813077,"320 EAST 57 STREET, NEW YORK, NEW YORK 10022"
94,-95.6573867,29.7861092,"15701 PARK 10 PLACE, HOUSTON, TEXAS 77084"
95,-80.9587099,34.9442416,"1522 MEETING BOULEVARD, ROCK HILL, SOUTH CAROLINA 29730"
96,-93.407351046627,45.2063625692949,"2501 FAIROAK AVENUE, ANOKA, MINNESOTA 55303"
97,-80.1031613,26.3908624,"4855 TECHNOLOGY WAY, BOCA RATON, FLORIDA 33431"
98,-82.186789,28.254447,"38117 MARKET SQUARE, ZEPHYRHILLS, FLORIDA 33542"
99,-82.1886434,28.3529429,"13417 US HIGHWAY 301, DADE, FLORIDA 33525"
100,-118.3149165,33.8731193,"2039 ARTESIA BOULEVARD, TORRANCE, CALIFORNIA 90504"
101,-118.118039,33.883318,"16611 WOODRUFF AVENUE, BELLFLOWER, CALIFORNIA 90706"
102,-118.0973464,33.8944715,"11072 EXCELSIOR DRIVE, NORWALK, CALIFORNIA 90650"
103,-95.8126535,36.0458502,"1945 WEST HOUSTON STREET, BROKEN ARROW, OKLAHOMA 74012"
104,-75.1839546,39.9125192,"2015 PENROSE AVENUE, PHILADELPHIA, PENNSYLVANIA 19145"
105,-95.65941,29.721607,"3443 ADDICKS CLODINE ROAD, HOUSTON, TEXAS 77082"
106,-118.536019,34.049219,"16101 WEST SUNSET BOULEVARD, LOS ANGELES, CALIFORNIA 90272"
107,-110.2944149,31.5622876,"600 CHARLES DRIVE, SIERRA VISTA, ARIZONA 85635"
108,-81.6957524,28.5472406,"15701 STATE ROAD 50, CLERMONT, FLORIDA 34711"
109,-74.0022409,40.7325499,"9 BARROW STREET, NEW YORK, NEW YORK 10014"
110,-122.9079882,44.5174638,"300 SAND RIDGE COURT, LEBANON, OREGON 97355"
111,-84.8687314,32.5347784,"6210 FLAT ROCK ROAD, COLUMBUS, GEORGIA 31907"
112,-85.6309592,42.2136002,"3550 AUSTRIAN PINE WAY, PORTAGE, MICHIGAN 49024"
113,-87.6636762,42.0009351,"6526 NORTH LAKEWOOD AVENUE, CHICAGO, ILLINOIS 60626"
114,-118.4504096,34.1724203,"14543 BURBANK BOULEVARD, LOS ANGELES, CALIFORNIA 91411"
115,-118.291898,34.1759841,"1171 ALLEN AVENUE, GLENDALE, CALIFORNIA 91201"
116,-86.3704388,35.8390944,"1315 EAST CASTLE STREET, MURFREESBORO, TENNESSEE 37130"
117,-108.5572654,39.0768549,"1000 NORTH 9 STREET, GRAND JUNCTION, COLORADO 81501"
118,-87.6559012,41.9346166,"1050 WEST GEORGE STREET, CHICAGO, ILLINOIS 60657"
119,-95.5966294,29.7357364,"12225 WESTHEIMER ROAD, HOUSTON, TEXAS 77077"
120,-77.483238,38.21796,"4333 DAVENPORT ROAD, FREDERICKSBURG, VIRGINIA 22408"
121,-73.6527966,40.629141,"3340 LAWSON BOULEVARD, OCEANSIDE, NEW YORK 11572"
122,-121.2750113,38.6830894,"6380 DENTON WAY, CITRUS HEIGHTS, CALIFORNIA 95610"
123,-84.5848517423279,33.9980963467699,"1215 ERNEST WEST BARRETT PARKWAY, KENNESAW, GEORGIA 30144"
124,-77.918359,34.25509,"1502 NORTH 23 STREET, WILMINGTON, NORTH CAROLINA 28405"
125,-88.0361498,41.9281355,"10 NORTH MITCHELL COURT, ADDISON, ILLINOIS 60101"
126,-117.8360438,33.7356709,"15701 TUSTIN VILLAGE WAY, TUSTIN, CALIFORNIA 92780"
127,-80.452517,25.491473,"29601 SOUTHWEST 162 AVENUE, HOMESTEAD, FLORIDA 33033"
128,-120.3842004,37.9833623,"130 WEST STOCKTON STREET, SONORA, CALIFORNIA 95370"
129,-83.7780042,43.1766222,"5105 WEST VIENNA ROAD, CLIO, MICHIGAN 48420"
130,-118.3598713,33.8883022,"15701 CONDON AVENUE, LAWNDALE, CALIFORNIA 90260"
131,-117.4093778,34.1402827,"2223 NORTH LOCUST AVENUE, RIALTO, CALIFORNIA 92377"
132,-122.5796805,45.5096176,"8130 SOUTHEAST MILL STREET, PORTLAND, OREGON 97215"
133,-80.1584823,26.682268,"7089 HEMSTREET PLACE, WEST PALM BEACH, FLORIDA 33413"
134,-95.5953661,29.6318406,"1 KING ARTHURS COURT, SUGAR LAND, TEXAS 77478"
135,-118.3693873,34.1946566,"10919 VANOWEN STREET, LOS ANGELES, CALIFORNIA 91605"
136,-80.3557247986328,26.0093808820377,"15701 PINES BOULEVARD, PEMBROKE PINES, FLORIDA 33028"
137,-75.986499,40.357695,"2747 CENTURY BOULEVARD, READING, PENNSYLVANIA 19610"
138,-93.2401175,44.08555,"614 BRIDGE STREET, OWATONNA, MINNESOTA 55060"
139,-73.702189,40.638204,"1255 HEWLETT PLAZA, HEWLETT, NEW YORK 11557"
140,-117.9383303,34.106561,"15702 ARROW HIGHWAY, IRWINDALE, CALIFORNIA 91706"
141,-117.550528,34.055076,"910 SOUTH WANAMAKER AVENUE, ONTARIO, CALIFORNIA 91761"
142,-96.5945325,32.7887234,"118 US ROUTE 80, MESQUITE, TEXAS 75149"
143,-116.280204772949,43.5911750793457,"1492 SOUTH ENTERTAINMENT AVENUE, BOISE, IDAHO 83709"
144,-74.3034991,40.6575873,"123 NORTH UNION AVENUE, CRANFORD, NEW JERSEY 07016"
145,-117.05864,33.001933,"15703 BERNARDO HEIGHTS PARKWAY, SAN DIEGO, CALIFORNIA 92128"
146,-97.5277391,30.9623508,"1991 NORTH STAGECOACH ROAD, SOUTH BELL, TEXAS 76571"
147,-74.176167,40.5404089,"30 SNEDEN AVENUE, STATEN ISLAND, NEW YORK 10312"
148,-76.4139914,36.8238846,"4132 PORTSMOUTH BOULEVARD, CHESAPEAKE, VIRGINIA 23321"
149,-88.1087823,43.172387,"15760 APPLETON AVENUE, MENOMONEE FALLS, WISCONSIN 53051"
150,-122.1399071,37.7009879,"14400 WASHINGTON AVENUE, SAN LEANDRO, CALIFORNIA 94578"
151,-122.663424,38.268038,"1240 HOLM ROAD, PETALUMA, CALIFORNIA 94954"
152,-122.3827018,47.6449443,"2800 THORNDYKE AVENUE WEST, SEATTLE, WASHINGTON 98199"
153,-117.1299536,32.7289288,"2211 30 STREET, SAN DIEGO, CALIFORNIA 92104"
154,-71.1909286,42.362693,"124 WATERTOWN STREET, WATERTOWN, MASSACHUSETTS 02472"
155,-111.8915285,33.6271631,"15656 NORTH PIMA ROAD, SCOTTSDALE, ARIZONA 85260"
156,-83.850591,33.601485,"4159 MILL STREET, COVINGTON, GEORGIA 30014"
157,-84.304405,33.576171,"100 SANDLEWOOD DRIVE, MORROW, GEORGIA 30260"
158,-76.589309,36.708988,"115 DILL ROAD, SUFFOLK, VIRGINIA 23434"
159,-120.4832024,34.6593771,"2110 BRIAR CREEK WAY, LOMPOC, CALIFORNIA 93436"
160,-122.7044435,45.536113,"2561 NORTHWEST UPSHUR STREET, PORTLAND, OREGON 97210"
161,-120.612272,35.123005,"1534 BRIGHTON AVENUE, GROVER BEACH, CALIFORNIA 93433"
162,-118.2057793,33.8540018,"19516 SOUTH SUSANA ROAD, COMPTON, CALIFORNIA 90221"
163,-73.811624,40.728023,"157 72 AVENUE, QUEENS, NEW YORK 11365"
164,-73.605604,40.735552,"615 SOUTH STREET, GARDEN, NEW YORK 11530"
165,-106.912637,39.631581,"685 SPRING BUCK ROAD, GYPSUM, COLORADO 81637"
166,-88.1186908,43.2215708,"11237 WESTERN AVENUE, GERMANTOWN, WISCONSIN 53022"
167,-120.825652295107,44.3036077828839,"1773 NORTHEAST 3 STREET, PRINEVILLE, OREGON 97754"
168,-111.900276,40.728004,"1940 SOUTH 300 WEST, SALT LAKE, UTAH 84115"
169,-80.126648,26.311671,"508 SOUTH MILITARY TRAIL, DEERFIELD BEACH, FLORIDA 33442"
170,-118.2661346,34.0530957,"1234 WILSHIRE BOULEVARD, LOS ANGELES, CALIFORNIA 90017"
171,-81.866709,41.310808,"21819 ROYALTON ROAD, STRONGSVILLE, OHIO 44149"
172,-74.2629116,40.7477068,"10 NORTH RIDGEWOOD ROAD, SOUTH ORANGE, NEW JERSEY 07079"
173,-117.7192744,33.6344952,"15707 ROCKFIELD BOULEVARD, IRVINE, CALIFORNIA 92618"
174,-73.4771644,40.8144075,"8019 JERICHO TURNPIKE, WOODBURY, NEW YORK 11797"
175,-117.0587724,32.9326366,"11740 CREEK ROAD, POWAY, CALIFORNIA 92064"
176,-122.277807,37.787287,"2460 MARINER SQUARE LOOP, ALAMEDA, CALIFORNIA 94501"
177,-73.9856554,40.7484404,"350 5 AVENUE, NEW YORK, NEW YORK 10001"
178,-118.5908904,34.228929,"8735 INDEPENDENCE AVENUE, LOS ANGELES, CALIFORNIA 91304"
179,-80.5962649556809,28.0374748069152,"1571 ROBERT J CONLAN BOULEVARD NORTHEAST, PALM BAY, FLORIDA 32905"
180,-91.7065372,44.0721527,"110 GALEWSKI DRIVE, WINONA, MINNESOTA 55987"
181,-96.025767,41.338927,"7300 WORLD COMMUNICATIONS DRIVE, OMAHA, NEBRASKA 68122"
182,-74.5070549,40.3401528,"115 MELRICH ROAD, CRANBURY, NEW JERSEY 08512"
183,-74.403492,40.531762,"45 BRUNSWICK AVENUE, EDISON, NEW JERSEY 08817"
184,-74.1579434,40.6766705,"5 BAY AVENUE, ELIZABETH, NEW JERSEY 07201"
185,-74.1658834,40.6805351,"1201 CORBIN STREET, ELIZABETH, NEW JERSEY 07201"
186,-74.337452,40.5152293,"180 RARITAN CENTER PARKWAY, EDISON, NEW JERSEY 08837"
187,-74.3593888017136,40.5168921432626,"742 OLD POST ROAD, EDISON, NEW JERSEY 08817"
188,-104.8814274,39.7414647,"1571 BEELER STREET, AURORA, COLORADO 80010"
189,-74.3914523,40.5354441,"145 TALMADGE ROAD, EDISON, NEW JERSEY 08817"
190,-77.6810689,37.5133699,"401 LANCASTER GATE DRIVE, MIDLOTHIAN, VIRGINIA 23113"
191,-119.05555,35.3176178,"4851 WHITE LANE, BAKERSFIELD, CALIFORNIA 93313"
192,-81.068348,29.196985,"259 BILL FRANCE BOULEVARD, DAYTONA BEACH, FLORIDA 32114"
193,-117.627806,34.028955,"2405 SOUTH GROVE AVENUE, ONTARIO, CALIFORNIA 91761"
194,-119.692438,36.8089861,"1315 SHAW AVENUE, CLOVIS, CALIFORNIA 93611"
195,-118.1529489,34.6730907,"1220 WEST AVENUE K, LANCASTER, CALIFORNIA 93534"
196,-112.0243958,40.7041701,"4612 SOUTH 4000 WEST, WEST VALLEY, UTAH 84120"
197,-111.8238823,33.3919982,"347 EAST SOUTHERN AVENUE, MESA, ARIZONA 85210"
198,-111.8397906,33.4350271,"1130 NORTH COUNTRY CLUB DRIVE, MESA, ARIZONA 85201"
199,-117.8685752,33.7968868,"1571 BRADEN COURT, ORANGE, CALIFORNIA 92868"
200,-111.634846,33.416645,"9124 EAST MAIN STREET, PHOENIX, ARIZONA 85207"
201,-112.2013984,33.4797307,"6601 WEST THOMAS ROAD, PHOENIX, ARIZONA 85035"
202,-121.327568,38.6691924,"5625 MANZANITA AVENUE, CARMICHAEL, CALIFORNIA 95608"
203,-112.0807752,33.6396987,"555 WEST BELL ROAD, PHOENIX, ARIZONA 85023"
204,-117.156125,32.803112,"7705 LINDA VISTA ROAD, SAN DIEGO, CALIFORNIA 92111"
205,-117.8869725,33.7084033,"2860 SOUTH BRISTOL STREET, SANTA ANA, CALIFORNIA 92704"
206,-117.8850659,33.7067598,"3041 SOUTH BRISTOL STREET, SANTA ANA, CALIFORNIA 92704"
207,-117.8908516,33.6796265,"845 BAKER STREET, COSTA MESA, CALIFORNIA 92626"
208,-94.6477333,38.9560226,"5441 WEST 95 STREET, OVERLAND PARK, KANSAS 66207"
209,-112.221898018524,33.4689015554955,"2020 NORTH 75 AVENUE, PHOENIX, ARIZONA 85035"
210,-73.871152,40.838916,"1571 BRONX RIVER AVENUE, BRONX, NEW YORK 10460"
211,-117.920329,33.730517,"16031 HARBOR BOULEVARD, FOUNTAIN VALLEY, CALIFORNIA 92708"
212,-118.293263,34.176975,"1166 ELM AVENUE, GLENDALE, CALIFORNIA 91201"
213,-95.0751176,29.6957961,"10060 PORTER ROAD, LA PORTE, TEXAS 77571"
214,-77.5056581,38.3039583,"1571 CARL D SILVER PARKWAY, FREDERICKSBURG, VIRGINIA 22401"
215,-118.2113547,34.0146882,"3200 EAST WASHINGTON BOULEVARD, VERNON, CALIFORNIA 90058"
216,-81.6877145,30.3335078,"1780 WEST BEAVER STREET, JACKSONVILLE, FLORIDA 32204"
217,-76.338328,36.766072,"2700 TRADE STREET, CHESAPEAKE, VIRGINIA 23323"
218,-104.9020968,39.768294,"3700 QUEBEC STREET, DENVER, COLORADO 80207"
219,-104.900325986508,39.7658966468747,"7505 EAST 35 AVENUE, DENVER, COLORADO 80207"
220,-116.952982807271,32.7936185473742,"215 LINCOLN AVENUE, EL CAJON, CALIFORNIA 92020"
221,-117.3265696,33.9048505,"19310 JESSE LANE, RIVERSIDE, CALIFORNIA 92508"
222,-118.0164904,34.0715811,"11905 FERRIS ROAD, EL MONTE, CALIFORNIA 91732"
223,-76.6298561,39.1345019,"410 HIDDEN BROOK DRIVE, GLEN BURNIE, MARYLAND 21061"
224,-117.0961892,33.1314498,"640 WEST LINCOLN AVENUE, ESCONDIDO, CALIFORNIA 92026"
225,-76.925141,38.9083273,"1401 ELKWOOD LANE, CAPITOL HEIGHTS, MARYLAND 20743"
226,-75.2044203,39.8316454,"1571 GRANDVIEW AVENUE, PAULSBORO, NEW JERSEY 08066"
227,-86.6089949,36.016972,"1571 HEIL QUAKER BOULEVARD, LA VERGNE, TENNESSEE 37086"
228,-75.202125,39.830072,"1571 IMPERIAL WAY, PAULSBORO, NEW JERSEY 08066"
229,-74.0353109,40.209706,"10 NEPTUNE BOULEVARD, NEPTUNE, NEW JERSEY 07753"
230,-117.199819769242,33.0970257280648,"1571 SAN ELIJO ROAD, SAN MARCOS, CALIFORNIA 92078"
231,-84.5467434,39.2171751,"1571 WEST GALBRAITH ROAD, NORTH COLLEGE HILL, OHIO 45224"
232,-95.3308986423279,29.9466172482194,"15710 JOHN F KENNEDY BOULEVARD, HOUSTON, TEXAS 77032"
233,-121.959551,37.2402502,"15710 LOS GATOS BOULEVARD, LOS GATOS, CALIFORNIA 95032"
234,-118.27914,33.888725,"15711 SOUTH BROADWAY, COMPTON, CALIFORNIA 90248"
235,-80.4475848,25.6259437,"15711 SOUTHWEST 152 STREET, MIAMI, FLORIDA 33196"
236,-73.9484502,40.7888244,"1575 LEXINGTON AVENUE, NEW YORK, NEW YORK 10029"
237,-85.1555893,42.3446437,"1571 CAPITAL AVENUE NORTHEAST, BATTLE CREEK, MICHIGAN 49017"
238,-116.924147,32.786827,"1571 EAST WASHINGTON AVENUE, EL CAJON, CALIFORNIA 92019"
239,-149.8852596,61.1518084,"7545 FOXRIDGE WAY, ANCHORAGE, ALASKA 99518"
240,-93.361042,45.183418,"11750 TULIP STREET NORTHWEST, COON RAPIDS, MINNESOTA 55433"
241,-122.0802381,37.4090722,"1255 TERRA BELLA AVENUE, MOUNTAIN VIEW, CALIFORNIA 94043"
242,-79.8413928,36.0709316,"320 ASHLAND DRIVE, GREENSBORO, NORTH CAROLINA 27403"
243,-117.855454,34.128178,"634 EAST ROUTE 66, GLENDORA, CALIFORNIA 91740"
244,-87.5983223,41.810139,"1120 EAST 47 STREET, CHICAGO, ILLINOIS 60653"
245,-97.6019978,35.4460683,"1905 SOUTH MERIDIAN AVENUE, OKLAHOMA, OKLAHOMA 73108"
246,-93.357294,45.092858,"7601 ZANE AVENUE NORTH, BROOKLYN PARK, MINNESOTA 55443"
247,-122.496485,37.7749454,"739 36 AVENUE, SAN FRANCISCO, CALIFORNIA 94121"
248,-78.990168,35.002755,"2920 COSMO PLACE, FAYETTEVILLE, NORTH CAROLINA 28304"
249,-118.182830425656,34.6648548897477,"43021 30 STREET WEST, LANCASTER, CALIFORNIA 93536"
250,-97.468368,32.72657,"3236 HUNTER PARK CIRCLE, FORT WORTH, TEXAS 76116"
251,-84.3838916,33.8443062,"77 EAST ANDREWS DRIVE NORTHWEST, ATLANTA, GEORGIA 30305"
252,-118.1900199,33.83045,"3950 NORTH VIRGINIA ROAD, LONG BEACH, CALIFORNIA 90807"
253,-95.5322309,29.5319662,"8787 SIENNA SPRING BOULEVARD, MISSOURI, TEXAS 77459"
254,-87.624418,41.8622886,"1464 SOUTH MICHIGAN AVENUE, CHICAGO, ILLINOIS 60605"
255,-118.3000519,34.0667068,"418 SOUTH NORMANDIE AVENUE, LOS ANGELES, CALIFORNIA 90020"
256,-81.1317991,33.9116035,"125 SUNSET DRIVE, SOUTH CONGAREE, SOUTH CAROLINA 29172"
257,-73.9894056994057,40.7392536376486,"902 BROADWAY, NEW YORK, NEW YORK 10010"
258,-118.4037843,34.0307554,"3416 MANNING AVENUE, LOS ANGELES, CALIFORNIA 90064"
259,-118.444253,34.030972,"2433 BARRY AVENUE, LOS ANGELES, CALIFORNIA 90064"
260,-73.865238,40.691947,"86 77 STREET, QUEENS, NEW YORK 11421"
261,-118.5486987,34.2014864,"19055 SHERMAN WAY, LOS ANGELES, CALIFORNIA 91335"
262,-117.901634,34.136936,"506 EAST 9 STREET, AZUSA, CALIFORNIA 91702"
263,-80.187931508004,25.7742101089718,"2 BISCAYNE BOULEVARD, MIAMI, FLORIDA 33131"
264,-73.905872,40.690076,"1260 DECATUR STREET, BROOKLYN, NEW YORK 11207"
265,-122.0242052,36.969,"201 FRONT STREET, SANTA CRUZ, CALIFORNIA 95060"
266,-73.882993,40.882697,"3451 KNOX PLACE, BRONX, NEW YORK 10467"
267,-122.124097,47.616452,"16057 NORTHEAST 8 STREET, BELLEVUE, WASHINGTON 98008"
268,-122.234327,47.7564807,"17625 80 AVENUE NORTHEAST, KENMORE, WASHINGTON 98028"
269,-118.4244196,34.0177899,"3450 SAWTELLE BOULEVARD, LOS ANGELES, CALIFORNIA 90066"
270,-118.4590373,34.0475023,"1280 SOUTH BARRINGTON AVENUE, LOS ANGELES, CALIFORNIA 90025"
271,-81.2696661,28.4615,"7143 NARCOOSSEE ROAD, ORLANDO, FLORIDA 32822"
272,-81.3918701,28.311346,"2220 MICHIGAN AVENUE, KISSIMMEE, FLORIDA 34744"
